[INFO] [1722532255.376809427] [beswarm_action_server]: Executing goal...
[INFO] [1722532255.394350220] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722532255.506632515] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722532255.612048110] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722532255.732443339] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722532255.841032665] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722532256.012186511] [listener_server_pub__]: Iteration: 1 Mean fit: 82.93632507561215
[INFO] [1722532256.063050326] [listener_server_pub__]: Iteration: 2 Mean fit: 83.17938427313412
[INFO] [1722532256.080505452] [listener_server_pub__]: Iteration: 3 Mean fit: 84.00416507286556
[INFO] [1722532256.124204183] [listener_server_pub__]: Iteration: 4 Mean fit: 85.81568507235059
[INFO] [1722532256.166417280] [listener_server_pub__]: Iteration: 5 Mean fit: 89.01983227199352
[INFO] [1722532256.193068265] [listener_server_pub__]: Iteration: 6 Mean fit: 89.37216752415816
[INFO] [1722532256.243217145] [listener_server_pub__]: Iteration: 7 Mean fit: 89.38829553306928
[INFO] [1722532256.290002597] [listener_server_pub__]: Iteration: 8 Mean fit: 89.4095947312779
[INFO] [1722532256.336178543] [listener_server_pub__]: Iteration: 9 Mean fit: 89.43363458580957
[INFO] [1722532256.368085854] [listener_server_pub__]: Iteration: 10 Mean fit: 89.4520665855578
[INFO] [1722532256.391904536] [listener_server_pub__]: Iteration: 11 Mean fit: 90.7420697149486
[INFO] [1722532256.445305418] [listener_server_pub__]: Iteration: 12 Mean fit: 90.79917051823733
[INFO] [1722532256.476111410] [listener_server_pub__]: Iteration: 13 Mean fit: 90.8391577250519
[INFO] [1722532256.506767931] [listener_server_pub__]: Iteration: 14 Mean fit: 90.89391978476684
[INFO] [1722532256.524724072] [listener_server_pub__]: Iteration: 15 Mean fit: 90.91742058331572
[INFO] [1722532256.557186138] [listener_server_pub__]: Iteration: 16 Mean fit: 91.75843336733604
[INFO] [1722532256.576980956] [listener_server_pub__]: Iteration: 17 Mean fit: 91.81965884036717
[INFO] [1722532256.596901381] [listener_server_pub__]: Iteration: 18 Mean fit: 91.86412994439176
[INFO] [1722532256.618574591] [listener_server_pub__]: Iteration: 19 Mean fit: 91.9263541240731
[INFO] [1722532256.639095801] [listener_server_pub__]: Iteration: 20 Mean fit: 91.96306034229903
[INFO] [1722532256.664424402] [listener_server_pub__]: Iteration: 21 Mean fit: 92.59653034826363
