[INFO] [1722535091.062647199] [beswarm_action_server]: Executing goal...
[INFO] [1722535091.088810675] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722535091.200231114] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722535091.302916574] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722535091.409021272] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722535091.527721338] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722535091.691667358] [listener_server_pub__]: Iteration: 1 Mean fit: 4.0418481086459375
[INFO] [1722535091.757629211] [listener_server_pub__]: Iteration: 2 Mean fit: 4.947405349761171
[INFO] [1722535091.792621355] [listener_server_pub__]: Iteration: 3 Mean fit: 6.2334759034077685
[INFO] [1722535091.818689467] [listener_server_pub__]: Iteration: 4 Mean fit: 7.823411906078687
[INFO] [1722535091.847655563] [listener_server_pub__]: Iteration: 5 Mean fit: 9.563753266989426
[INFO] [1722535091.880291801] [listener_server_pub__]: Iteration: 6 Mean fit: 9.6026042998702
[INFO] [1722535091.909166990] [listener_server_pub__]: Iteration: 7 Mean fit: 9.62065047882228
[INFO] [1722535091.946862562] [listener_server_pub__]: Iteration: 8 Mean fit: 9.660481617049905
[INFO] [1722535091.994406154] [listener_server_pub__]: Iteration: 9 Mean fit: 9.73697429494744
[INFO] [1722535092.011376234] [listener_server_pub__]: Iteration: 10 Mean fit: 9.857037021864732
[INFO] [1722535092.042629492] [listener_server_pub__]: Iteration: 11 Mean fit: 9.925014845985007
[INFO] [1722535092.088915795] [listener_server_pub__]: Iteration: 12 Mean fit: 9.927461226888258
[INFO] [1722535092.128791476] [listener_server_pub__]: Iteration: 13 Mean fit: 9.95015782425285
[INFO] [1722535092.152238772] [listener_server_pub__]: Iteration: 14 Mean fit: 10.030551109014871
[INFO] [1722535092.178972830] [listener_server_pub__]: Iteration: 15 Mean fit: 10.202345126559266
[INFO] [1722535092.206971778] [listener_server_pub__]: Iteration: 16 Mean fit: 10.209422279294852
[INFO] [1722535092.233735906] [listener_server_pub__]: Iteration: 17 Mean fit: 10.130247629945888
[INFO] [1722535092.259056182] [listener_server_pub__]: Iteration: 18 Mean fit: 10.068128117550145
[INFO] [1722535092.284264897] [listener_server_pub__]: Iteration: 19 Mean fit: 10.051595260107463
[INFO] [1722535092.310763740] [listener_server_pub__]: Iteration: 20 Mean fit: 10.099582057982618
[INFO] [1722535092.336019758] [listener_server_pub__]: Iteration: 21 Mean fit: 10.060670376407362
[INFO] [1722535092.361203128] [listener_server_pub__]: Iteration: 22 Mean fit: 10.015207801571227
[INFO] [1722535092.389772188] [listener_server_pub__]: Iteration: 23 Mean fit: 9.889634440995806
[INFO] [1722535092.416194751] [listener_server_pub__]: Iteration: 24 Mean fit: 9.81997702387704
[INFO] [1722535092.443768549] [listener_server_pub__]: Iteration: 25 Mean fit: 9.80015057466655
[INFO] [1722535092.478958150] [listener_server_pub__]: Iteration: 26 Mean fit: 9.716477529796567
[INFO] [1722535092.510606777] [listener_server_pub__]: Iteration: 27 Mean fit: 9.828051585745015
[INFO] [1722535092.541515003] [listener_server_pub__]: Iteration: 28 Mean fit: 9.768152794174608
[INFO] [1722535092.573333647] [listener_server_pub__]: Iteration: 29 Mean fit: 9.666732915074515
[INFO] [1722535092.599276778] [listener_server_pub__]: Iteration: 30 Mean fit: 9.544023319230863
[INFO] [1722535092.625234454] [listener_server_pub__]: Iteration: 31 Mean fit: 9.486812358820611
[INFO] [1722535092.649129494] [listener_server_pub__]: Iteration: 32 Mean fit: 9.713134918337804
[INFO] [1722535092.675164504] [listener_server_pub__]: Iteration: 33 Mean fit: 9.835156607192346
[INFO] [1722535092.694177569] [listener_server_pub__]: Iteration: 34 Mean fit: 9.895136288879275
[INFO] [1722535092.709173178] [listener_server_pub__]: Iteration: 35 Mean fit: 9.790324640809336
[INFO] [1722535092.737449404] [listener_server_pub__]: Iteration: 36 Mean fit: 9.80431162685851
[INFO] [1722535092.788065071] [listener_server_pub__]: Iteration: 37 Mean fit: 9.93609606590152
[INFO] [1722535092.810051375] [listener_server_pub__]: Iteration: 38 Mean fit: 10.038209743134022
[INFO] [1722535092.831907783] [listener_server_pub__]: Iteration: 39 Mean fit: 10.15957376205752
[INFO] [1722535092.856191959] [listener_server_pub__]: Iteration: 40 Mean fit: 10.091761609302866
[INFO] [1722535092.897533750] [listener_server_pub__]: Iteration: 41 Mean fit: 10.1646767187652
[INFO] [1722535092.921283185] [listener_server_pub__]: Iteration: 42 Mean fit: 10.288592289485756
[INFO] [1722535092.950569670] [listener_server_pub__]: Iteration: 43 Mean fit: 10.432626177505885
[INFO] [1722535092.976529722] [listener_server_pub__]: Iteration: 44 Mean fit: 10.603396252514852
[INFO] [1722535093.008630263] [listener_server_pub__]: Iteration: 45 Mean fit: 10.697262837750301
[INFO] [1722535093.025798149] [listener_server_pub__]: Iteration: 46 Mean fit: 10.772542439063702
[INFO] [1722535093.042779335] [listener_server_pub__]: Iteration: 47 Mean fit: 10.851468765493232
[INFO] [1722535093.061705520] [listener_server_pub__]: Iteration: 48 Mean fit: 10.904086674329108
[INFO] [1722535093.078202736] [listener_server_pub__]: Iteration: 49 Mean fit: 10.976411394436402
[INFO] [1722535093.096128291] [listener_server_pub__]: Iteration: 50 Mean fit: 11.093379888946256
[INFO] [1722535093.115531904] [listener_server_pub__]: Iteration: 51 Mean fit: 11.13409640743218
[INFO] [1722535093.130920173] [listener_server_pub__]: Iteration: 52 Mean fit: 11.167519186327699
[INFO] [1722535093.153465285] [listener_server_pub__]: Iteration: 53 Mean fit: 11.176587985366043
[INFO] [1722535093.170465420] [listener_server_pub__]: Iteration: 54 Mean fit: 11.206005188194597
[INFO] [1722535093.188410455] [listener_server_pub__]: Iteration: 55 Mean fit: 11.273901738432322
[INFO] [1722535093.205432329] [listener_server_pub__]: Iteration: 56 Mean fit: 11.294946879431647
[INFO] [1722535093.224850776] [listener_server_pub__]: Iteration: 57 Mean fit: 11.319506333641389
[INFO] [1722535093.245446730] [listener_server_pub__]: Iteration: 58 Mean fit: 11.302177107594368
