[INFO] [1722541950.951579424] [beswarm_action_server]: Executing goal...
[INFO] [1722541950.967983161] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722541951.085363443] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722541951.190949302] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722541951.296797980] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722541951.408842830] [beswarm_action_server]: x: 0.0; y: 0.0
[INFO] [1722541951.602940566] [listener_server_pub__]: Iteration: 1 Mean fit: 4.066987867383871
[INFO] [1722541951.651490171] [listener_server_pub__]: Iteration: 2 Mean fit: 4.277975639252846
[INFO] [1722541951.678215369] [listener_server_pub__]: Iteration: 3 Mean fit: 4.6808453451094705
[INFO] [1722541951.742884646] [listener_server_pub__]: Iteration: 4 Mean fit: 5.281536147376817
[INFO] [1722541951.764661990] [listener_server_pub__]: Iteration: 5 Mean fit: 6.082310172921211
[INFO] [1722541951.790650176] [listener_server_pub__]: Iteration: 6 Mean fit: 6.096466097622084
[INFO] [1722541951.830586507] [listener_server_pub__]: Iteration: 7 Mean fit: 6.104684251203859
[INFO] [1722541951.843169985] [listener_server_pub__]: Iteration: 8 Mean fit: 6.108529384050049
[INFO] [1722541951.858072093] [listener_server_pub__]: Iteration: 9 Mean fit: 6.11059704063198
[INFO] [1722541951.869806656] [listener_server_pub__]: Iteration: 10 Mean fit: 6.111670482079693
[INFO] [1722541951.897812377] [listener_server_pub__]: Iteration: 11 Mean fit: 6.130227100726257
[INFO] [1722541951.916803927] [listener_server_pub__]: Iteration: 12 Mean fit: 6.139984561546216
[INFO] [1722541951.951414916] [listener_server_pub__]: Iteration: 13 Mean fit: 6.144954665038588
[INFO] [1722541951.982825522] [listener_server_pub__]: Iteration: 14 Mean fit: 6.147937273218487
[INFO] [1722541952.025596473] [listener_server_pub__]: Iteration: 15 Mean fit: 6.151177064620701
[INFO] [1722541952.054891949] [listener_server_pub__]: Iteration: 16 Mean fit: 6.1703668230614666
[INFO] [1722541952.090764136] [listener_server_pub__]: Iteration: 17 Mean fit: 6.1897145476810875
[INFO] [1722541952.108717757] [listener_server_pub__]: Iteration: 18 Mean fit: 6.203573608148089
[INFO] [1722541952.124905727] [listener_server_pub__]: Iteration: 19 Mean fit: 6.2076172910812435
[INFO] [1722541952.140146753] [listener_server_pub__]: Iteration: 20 Mean fit: 6.214496654825972
